Renault,Kangoo,(Express / RL / RT) ‐ gasolina ‐ mecânico,00 ‐‐ 07,WR244,WO200,,FCI1101C,FCI1630,AKX35370,,A
Renault,Kangoo,(Express / RL / RT) ‐ gasolina ‐ mecânico,01 ‐‐ 06,FAP9273,WO200,,FCI1101C,FCI1630,AKX35370,,A
Renault,Kangoo,flex ‐ (Authentique / Express Hi‐flex) ‐ mecânico,2006 ‐‐>,FAP9273,WO200,,FCI1630,,AKX35370,,A
Renault,Kangoo,gasolina ‐ mecânico,1991,FAP3242,WO410,,FCI1105A,,,,
Renault,Kangoo,gasolina ‐ mecânico,1997,FAP4037,WO410,,FCI1101C,FCI1630,,,
Renault,Kwid,(Life / Zen / Intense) ‐ mecânico,2017 ‐‐>,FAP5218,WO412,,FCI1630,,AKX1215,AKX1215/C,F
Renault,Laguna,‐‐,00 ‐‐ 03,FAP6009,WO160,WUNI0004,FCI1101C,FCI1630,AKX1200,AKX1200/C,A
Renault,Laguna,‐‐,93 ‐‐ 96,FAP9135,WO160,WUNI0004,FCI1906,,AKX35147,,A
Renault,Laguna,‐‐,97 ‐‐ 99,FAP9135,WO160,WUNI0004,FCI1101C,FCI1630,AKX35147,,A
Renault,Laguna,(Nevada / RT / RXE) ‐ gasolina ‐ mecânico,99 ‐‐ 01,FAP9273,WO200,,FCI1101C,FCI1630,AKX1200,AKX1200/C,A
Renault,Laguna,(RT / RXE) ‐ gasolina ‐ mecânico,93 ‐‐ 96,FAP4837,WO410,,FCI1906,,AKX35147,,A
Renault,Laguna,(RT / RXE) ‐ gasolina ‐ mecânico,95 ‐‐ 96,FAP4840,WO160,WUNI0004,FCI1906,,AKX35147,,A
Renault,Laguna,(RT / RXE) ‐ gasolina ‐ mecânico,96 ‐‐ 01,FAP4837,WO410,,FCI1101C,FCI1630,AKX35147,,A
Renault,Laguna,(RT / RXE) ‐ gasolina ‐ mecânico,96 ‐‐ 98,FAP4840,WO160,WUNI0004,FCI1101C,FCI1630,AKX35147,,A
Renault,Laguna,gasolina ‐ mecânico,2001,FAP9273,WO200,,FCI1101C,FCI1630,AKX1200,AKX1200/C,A
Renault,Laguna,gasolina ‐ mecânico,2001,FAP9273,WO200,,FCI1101C,FCI1630,AKX1200,AKX1200/C,A
Renault,Logan,(Authentique /Expression) ‐ mecânico,2017 ‐‐>,FAP9299,WO121,,FCI1630,,AKX1399,AKX1399/C,F
Renault,Logan,Hi flex ‐ (Authentique / Expression / Privilége) ‐ automático / mecânico,2007 ‐‐>,WR245,WO200,,FCI1630,,AKX1397,AKX1397/C,F
Renault,Logan,Hi flex ‐ (Authentique / Expression / Privilége) ‐ automático / mecânico,2007 ‐‐>,FAP9273,WO200,,FCI1630,,AKX1397,AKX1397/C,F
Renault,Logan,Hi flex ‐ (Avantage / Authentique / Expression) ‐ mecânico,07 ‐‐ 14,FAP4872/1,WO205,,FCI1630,,AKX1397,AKX1397/C,F
Renault,Logan,Hi flex ‐ (Avantage / Authentique / Expression) ‐ mecânico,2014 ‐‐>,FAP4877,WO205,,FCI1630,,AKX1399,AKX1399/C,F
Renault,Logan,Hi‐flex ‐ (Expression) ‐ manual,2017 ‐‐>,FAP9299,JFO0H00,,FCI1630,,AKX1399,AKX1399/C,F
Renault,Megane,‐‐,99 ‐‐ 05,FAP9273,WO200,,FCI1101C,FCI1630,AKX35370,,C
Renault,Megane,(RN / Dynamique / Expression / RXE / Egeus) ‐ gasolina ‐ automático / mecânico,1998,FAP0002,WO410,,FCI1101C,FCI1630,AKX35370,,C
Renault,Megane,(RN / Dynamique / Expression / RXE / Egeus) ‐ gasolina ‐ automático / mecânico,96 ‐‐ 97,FAP0002,WO410,,FCI1101C,FCI1630,AKX35151,,C
Renault,Megane,(RN / Dynamique / Expression / RXE / Egeus) ‐ gasolina ‐ automático / mecânico,99 ‐‐ 05,WR274,WO160,WUNI0004,FCI1101C,FCI1630,AKX35370,,C
Renault,Megane,(RN / RT) ‐ gasolina ‐ mecânico,96 ‐‐ 98,WR275,WO410,,FCI1907,,AKX35151,,C
Renault,Megane,(RN / RT) ‐ gasolina ‐ mecânico,98 ‐‐ 99,WR275,WO410,,FCI1907,,AKX35370,,C
Renault,Megane,(RT / RXE) ‐ gasolina ‐ mecânico,1998,WR274,WO410,,FCI1101C,FCI1630,AKX35151,,C
Renault,Megane,(RT / RXE) ‐ gasolina ‐ mecânico,96 ‐‐ 97,WR274,WO410,,FCI1907,,AKX35151,,C
Renault,Megane,(RT / RXE) ‐ gasolina ‐ mecânico,99 ‐‐ 01,WR274,WO410,,FCI1101C,FCI1630,AKX35370,,C
Renault,Megane,Argentino ‐ (RN / RT) ‐ gasolina ‐ mecânico,96 ‐‐ 98,WR275,WO410,,FCI1101C,FCI1630,AKX35151,,C
Renault,Megane,Argentino ‐ (RN / RT) ‐ gasolina ‐ mecânico,98 ‐‐ 05,WR275,WO200,,FCI1101C,FCI1630,AKX35370,,C
Renault,Megane,Grand Tour Hi flex ‐ (Extreme / Dynamique / Expression / Privilége) ‐ automático / mecânico,2006 ‐‐>,FAP9273,WO200,,FCI1630,,AKX1394,AKX1394/C,F
Renault,Megane,Grand Tour Hi flex ‐ (Extreme / Dynamique / Expression / Privilége) ‐ automático / mecânico,2006 ‐‐>,FAP7013,WO200,,FCI1630,,AKX1394,AKX1394/C,F
Renault,Megane,Grand Tour Hi flex ‐ (Extreme / Dynamique / Expression / Privilége) ‐ automático / mecânico,2012 ‐‐>,FAP9273,WO200,,FCI1630,,AKX1394,AKX1394/C,F
Renault,R 18,gasolina ‐ mecânico,81 ‐‐ 86,WR275,WO460,WUNI0001,FCC2160,FCC2160,,,
Renault,R 18,Turbo ‐ gasolina ‐ mecânico,80 ‐‐ 86,WR275,,,FCI1105A,,,,
Renault,R 18,TXE diesel ‐ mecânico,81 ‐‐ 86,WR200,WO500,,FCD0796,,,,
Renault,R 19,(RN) ‐ gasolina ‐ mecânico,93 ‐‐ 98,WR275,WO410,,FCI1105A,,,,
Renault,R 19,(RT / 16S) ‐ gasolina ‐ mecânico,93 ‐‐ 99,WR274,WO410,,FCI1105A,,,,
Renault,R 19,gasolina ‐ mecânico,88 ‐‐ 92,WR275,,,FCC2160,FCC2160,,,
Renault,R 21,(GTX / TXE) ‐ gasolina ‐ mecânico,92 ‐‐ 94,WR275,WO160,WUNI0004,FCI1105A,,,,
Renault,R 25,gasolina ‐ mecânico,84 ‐‐ 82,WR275,,,FCI1105A,,,,
Renault,Rapid,gasolina ‐ mecânico,1991,FAP3242,,,FCI1105A,,,,
Renault,Safrane,‐‐,93 ‐‐ 96,FAP4802,WO160,WUNI0004,FCI1105A,,,,
Renault,Sandero,‐‐,2017 ‐‐>,FAP9299,WO121,,FCI1630,,AKX1399,AKX1399/C,F
Renault,Sandero,(Authentique / Expression / Privilége) ‐ automático / mecânico,2007 ‐‐>,WR245,WO200,,FCI1630,,AKX1397,AKX1397/C,F
Renault,Sandero,flex ‐ (Expression) ‐ manual,2017 ‐‐>,FAP9299,JFO0H00,,FCI1630,,AKX1399,AKX1399/C,F
Renault,Sandero,Flex ‐ (Step Way / Expression / Dynamique) ‐ manual,2014 ‐‐>,WR245,WO200,,FCI1630,,AKX1399,AKX1399/C,F
Renault,Sandero,Hi flex ‐ (Authentique / Expression / Privilége / GT) ‐ mecânico,07 ‐‐ 10,WR245,WO200,,FCI1630,,AKX1397,AKX1397/C,F
Renault,Sandero,Hi flex ‐ (Authentique / Expression / Privilége / GT) ‐ mecânico,2011 ‐‐>,FAP9273,WO200,,FCI1630,,AKX1397,AKX1397/C,F
Renault,Sandero,Hi flex ‐ (Authentique / Expression / Privilége / GT) ‐ mecânico,2014 ‐‐>,WR245,WO200,,FCI1630,,AKX1399,AKX1399/C,F
Renault,Sandero,Hi flex ‐ (Authentique / Expression / Tech Run) ‐ mecânico,2014 ‐‐>,FAP4877,WO205,,FCI1630,,AKX1399,AKX1399/C,F
Renault,Sandero,Hi flex ‐ (Authentique / Expression) ‐ mecânico,07 ‐‐ 14,FAP4872/1,WO205,,FCI1630,,AKX1397,AKX1397/C,F
Renault,Sandero,Hi Power ‐ (RS) ‐ gasolina ‐ mecânico,2015 ‐‐>,FAP9299,WO200,,FCI1630,,AKX1399,AKX1399/C,F
Nome da Montadora,Nome do Modelo,Classificação do Modelo,Ano,Filtro do Ar,Filtro do Óleo,Filtro do Óleo Opcional,Filtro do Combustível,Filtro de Combustível Opcional,Filtro de Cabine,Filtro de Cabine com Carvão,Posição
Renault,Scenic,‐‐,2001 ‐‐>,FAP9273,WO200,,FCI1101C,FCI1630,AKX1210,,C
Renault,Scenic,(RT / RXE) ‐ gasolina ‐ automático / mecânico,2001 ‐‐>,FAP9273,WO200,,FCI1101C,FCI1630,AKX1210,,E
Renault,Scenic,Argentino ‐ (RN / RT) ‐ gasolina ‐ mecânico,1998 ‐‐>,WR275,WO410,,FCI1101C,FCI1630,AKX35180,,B
Renault,Scenic,Argentino ‐ (RN / RT) ‐ gasolina ‐ mecânico,96 ‐‐ 00,WR274,WO410,,FCI1101C,FCI1630,AKX35180,,B
Renault,Scenic,Argentino ‐ (RT / RXE) ‐ gasolina ‐ automático / mecânico,98 ‐‐ 05,WR275,WO410,,FCI1101C,FCI1630,AKX35180,,B
Renault,Scenic,Hi flex ‐ (Alizé / Dynamique / Expression / Privilége) ‐ automático / mecânico,2005 ‐‐>,FAP9273,WO200,,FCI1630,,AKX1210,,E
Renault,Scenic,Hi flex ‐ (Alizé / Dynamique / Expression / Privilége) ‐ automático / mecânico,2008 ‐‐>,FAP7013,WO200,,FCI1630,,AKX1210,,E
Renault,Symbol,‐‐,2009 ‐‐>,FAP9273,WO200,,FCI1630,,AKX35112,,F
Renault,Symbol,‐‐,2009 ‐‐>,WR245,WO200,,FCI1630,,AKX35112,,F
Renault,Trafic,(Chassi / Furgão) ‐ gasolina ‐ mecânico,97 ‐‐ 99,WR275,WO160,WUNI0004,FCC2160,FCC2160,,,
Renault,Trafic,(Chassi / Furgão) ‐gasolina ‐ mecânico,00 ‐‐ 02,FAP9273,WO200,,FCI1101C,FCI1630,,,
Renault,Trafic,diesel ‐ (Chassi / Furgão) ‐ mecânico,97 ‐‐ 99,WR200,WO500,,FCD0796,,,,
Renault,Twingo,‐‐,94 ‐‐ 00,FAP3242,WO410,,FCI1907,,,,
Renault,Twingo,(Initiale / Pack) ‐ gasolina ‐ mecânico,00 ‐‐ 07,WR244,WOE500,TFW500,FCI1101C,FCI1630,,,
Renault,Twingo,(Initiale / Pack) ‐ gasolina ‐ mecânico,98 ‐‐ 01,FAP3242,WO410,,FCI1907,,,,
Renault,Twingo,gasolina ‐ mecânico,1998,WR349,WO205,,FCI1101C,FCI1630,,,
Renault,Twingo,gasolina ‐ mecânico,94 ‐‐ 00,FAP3242,WO410,,FCI1907,,,,
Saab,9000,Turbo ‐ (CD) ‐ gasolina ‐ automático / mecânico,90 ‐‐ 98,WR366,,,FCI1104A,FCI1107A,,,
Seat,Cordoba,‐‐,1999 ‐‐>,FAP4863,WO181,WUNI0002,FCI1110S,FCI1660,AKX35132,AKX35132/C,B
Seat,Cordoba,(Vario) ‐ gasolina ‐ automático / mecânico,96 ‐‐ 97,FAP4826,WO181,WUNI0002,FCI1101A,,AKX35132,AKX35132/C,A
Seat,Cordoba,(Vario) ‐ gasolina ‐ automático / mecânico,97 ‐‐ 02,FAP4826,WO181,WUNI0002,FCI1110S,FCI1660,AKX35132,AKX35132/C,A
Seat,Cordoba,gasolina ‐ mecânico,2004,FAP7006,WO370,WUNI0002,FCI1300,FCI1301,AKX35163,AKX35163/C,A
Seat,Cordoba,gasolina ‐ mecânico,96 ‐‐ 02,FAP4826,WO181,WUNI0002,FCI1101A,,AKX35132,AKX35132/C,A
Seat,Cordoba,gasolina ‐ mecânico,97 ‐‐ 99,WR201,WO340,WUNI0002,FCI1620,,AKX35132,AKX35132/C,A
Seat,Cordoba,GLX ‐ (GLX / GTI / SXE) ‐ gasolina ‐ mecânico,94 ‐‐ 99,FAP4826,WO370,WUNI0002,FCI1101A,,AKX35132,AKX35132/C,A
Seat,Ibiza,‐‐,93 ‐‐ 99,FAP4826,WO370,WUNI0002,FCI1101A,,AKX35132,AKX35132/C,A
Seat,Ibiza,(série II) ‐ gasolina ‐ mecânico,01 ‐‐ 03,FAP4051,WO340,WUNI0002,FCI1110S,FCI1660,AKX35132,AKX35132/C,A
Seat,Ibiza,(série II) ‐ gasolina ‐ mecânico,94 ‐‐ 97,FAP4826,WO181,WUNI0002,FCI1101A,,AKX35132,AKX35132/C,A
Seat,Ibiza,(série II) ‐ gasolina ‐ mecânico,97 ‐‐ 99,FAP4826,WO181,WUNI0002,FCI1110S,FCI1660,AKX35132,AKX35132/C,A
Seat,Ibiza,(série IV) ‐ gasolina ‐ mecânico,2004,FAP7006,WO370,WUNI0002,FCI1300,FCI1301,AKX35163,AKX35163/C,A
Seat,Ibiza,Argentino ‐ (série I) ‐ gasolina ‐ mecânico,86 ‐‐ 99,WR201,WO370,WUNI0002,FCI1105A,,AKX35132,AKX35132/C,A
Seat,Ibiza,Argentino ‐ (série II) ‐ gasolina ‐ mecânico,93 ‐‐ 97,WR201,WO340,WUNI0002,FCI1101A,,AKX35132,AKX35132/C,A
Seat,Ibiza,Argentino ‐ (série II) ‐ gasolina ‐ mecânico,97 ‐‐ 99,WR201,WO340,WUNI0002,FCI1110S,FCI1660,AKX35132,AKX35132/C,A
Seat,Inca,‐‐,95 ‐‐ 00,FAP4826,WO340,WUNI0002,FCI1101A,,AKX35132,AKX35132/C,A
Seat,Leon,(Cupra / R) ‐ gasolina ‐ mecânico,99 ‐‐ 05,FAP4045,WO181,WUNI0002,FCI1288,,AKX35132,AKX35132/C,A
Seat,Toledo,(Sport) ‐ gasolina ‐ mecânico,2003,FAP4045,WO181,WUNI0002,FCI1288,,AKX35132,AKX35132/C,A
Seat,Toledo,gasolina ‐ mecânico,91 ‐‐ 99,FAP4826,WO181,WUNI0002,FCI1105A,,,,
Smart,City,600 ‐ (Cabrio / Coupé) ‐ gasolina ‐ automático,94 ‐‐ 04,WR224,JFO0S00,,FCI1101C,FCI1630,,AKX3520/C,B
Smart,City,700 ‐ (Cabrio / Coupé) ‐ gasolina ‐ automático,03 ‐‐ 07,WR224,JFO0S00,,FCI1101C,FCI1630,,AKX3520/C,B
Smart,Fortwo,Brabus Turbo ‐ (451 ‐ Cabrio) ‐ automático,07 ‐‐ 10,FAP4018,JFO0S00,,,,,AKX3568/C,G
Smart,Fortwo,Brabus Turbo ‐ (451 ‐ Coupé / Coupé) ‐ gasolina ‐ automático,2010 ‐‐>,FAP4018,JFO0S00,,,,,AKX3568/C,G
Smart,Fortwo,MHD Turbo ‐ (451 ‐ Coupé) ‐ gasolina ‐ automático,2010 ‐‐>,FAP4018,JFO0S00,,,,,AKX3568/C,G
Smart,Fortwo,Passion Turbo ‐ (451 ‐ Cabrio / Coupé) ‐ gasolina ‐ automático,2007 ‐‐>,FAP4018,JFO0S00,,,,,AKX3568/C,G
Ssangyong,Actyon,‐‐,2007 ‐‐>,JFA0S03,WOE430,TFW430,JFCS03,,AKX3583‐2,,D
Ssangyong,Actyon,diesel ‐ (Sports) ‐ automático,2012 ‐‐>,JFA0S04,WOE430,TFW430,,,AKX3583‐2,,D
Ssangyong,Actyon,Turbo diesel ‐ (Sports / GL / GLX) ‐ automático,07 ‐‐ 08,JFA0S03,WOE430,TFW430,JFCS01,,AKX3583‐2,,D
Ssangyong,Actyon,Turbo diesel ‐ (Sports / GL / GLX) ‐ automático,2008 ‐‐>,JFA0S03,WOE430,TFW430,JFCS04,JFCS01,AKX3583‐2,,D
Ssangyong,Istana,‐‐,01 ‐‐ 02,JFA0S00,WEO0610,,,,,,
Ssangyong,Istana,‐‐,01 ‐‐ 02,JFA0S00,WEO0610,,,,,,
Ssangyong,Korando,‐‐,01 ‐‐ 02,FAP4014,JFO0997,,,,,,
Ssangyong,Korando,diesel ‐ (DLX),2017 ‐‐>,JFA0S05,WOE470,,JFCS04,JFCS01,AKX3600,AKX3600/C,D
Ssangyong,Korando,diesel ‐ (Executive / GL / GLS) ‐ automático / mecânico,11 ‐‐ 12,FAP9291,WOE470,,FCD0783,,AKX3600,AKX3600/C,D
Ssangyong,Kyron,‐‐,07 ‐‐ 08,JFA0S03,WOE430,TFW430,JFCS01,,AKX3583‐2,,D
Ssangyong,Kyron,‐‐,2008 ‐‐>,JFA0S03,WOE430,TFW430,JFCS04,JFCS01,AKX3583‐2,,D
Ssangyong,Kyron,Turbo diesel ‐ automático,07 ‐‐ 08,JFA0S03,WOE430,TFW430,JFCS01,,AKX3583‐2,,D
Ssangyong,Kyron,Turbo diesel ‐ automático,2008 ‐‐>,JFA0S03,WOE430,TFW430,JFCS04,JFCS01,AKX3583‐2,,D
Ssangyong,Musso,‐‐,01 ‐‐ 02,FAP4853,WOE430,TFW430,JFCS02,,,,
Ssangyong,Musso,diesel ‐ automático / mecânico,1995,FAP4006,JFO0997,,,,,,
Ssangyong,Musso,Turbo diesel ‐ (DX / GL / GLX / LX / SX) ‐ automático / mecânico,94 ‐‐ 02,FAP4014,JFO0997,,,,,,
Ssangyong,Rexton,‐‐,07 ‐‐ 08,JFA0S01,WOE430,TFW430,,,AKX3584‐2,,D
Ssangyong,Rexton II,diesel ‐ (Executivo / XDI / XVT) ‐ automático,06 ‐‐ 08,JFA0S01,WOE430,TFW430,JFCS01,,AKX3584‐2,,D
Ssangyong,Rexton II,diesel ‐ (Executivo / XDI / XVT) ‐ automático,2008 ‐‐>,JFA0S01,WOE430,TFW430,JFCS04,JFCS01,AKX3584‐2,,D
Ssangyong,Rexton RX,290 diesel ‐ automático,02 ‐‐ 05,JFA0S01,WEO0610,,,,,,
Ssangyong,Rexton RX,320 ‐ gasolina ‐ automático,02 ‐‐ 04,JFA0S02,WOE430,TFW430,JFCS02,,AKX3584‐2,,D
Ssangyong,Rexton RX,Turbo diesel ‐ automático,2005,JFA0S01,WOE430,TFW430,JFCS01,,AKX3584‐2,,D
Ssangyong,Tivoli,(DLX) ‐ automático,2018 ‐‐>,JFA0S06,JFO0998,,JFCS09,,AKX3602,,D
Ssangyong,XLV,(DLX) ‐ automático,2018 ‐‐>,JFA0S06,JFO0998,,JFCS09,,AKX3602,,D
Stihl,Perfurador de Solo,BT120,‐,FAP1050,,,,,,,
Stihl,Perfurador de Solo,BT121,‐,FAP1050,,,,,,,
Stihl,Perfurador de Solo,BT130,‐,FAP1050,,,,,,,
Nome da Montadora,Nome do Modelo,Classificação do Modelo,Ano,Filtro do Ar,Filtro do Óleo,Filtro do Óleo Opcional,Filtro do Combustível,Filtro de Combustível Opcional,Filtro de Cabine,Filtro de Cabine com Carvão,Posição
Stihl,Roçadeira,FR350,‐,FAP1050,,,,,,,
Stihl,Roçadeira,FS120,‐,FAP1050,,,,,,,
Stihl,Roçadeira,FS250,‐,FAP1050,,,,,,,
Stihl,Roçadeira,FS300,‐,FAP1050,,,,,,,
Stihl,Roçadeira,FS350,‐,FAP1050,,,,,,,
Stihl,Roçadeira,KA120,‐,FAP1050,,,,,,,
Subaru,Forester,‐‐,2009 ‐‐>,JFA0108,JFO0598,,,,AKX2200,,E
Subaru,Forester,(LX / S) ‐ gasolina ‐ automático,06 ‐‐ 08,JFA0108,JFO0598,,JFC708,,AKX1986,,D
Subaru,Forester,(LX) ‐ gasolina ‐ automático / mecânico,97 ‐‐ 00,JFA0108,JFO0598,,JFC708,,AKX2201,,E
Subaru,Forester,XT ‐ (Premium / Touring / Limited) ‐ gasolina ‐ automático / mecânico,06 ‐‐ 08,JFA0108,JFO0313,,JFC708,,AKX1986,,D
Subaru,Forester,XT ‐ gasolina‐ automático / mecânico,2014 ‐‐>,JFA0714,,,,,AKX2200,,D
Subaru,Forester,XT Turbo ‐ (S‐Edition / Premium / Touring / Limited) ‐ gasolina ‐automático / mecânico,2009 ‐‐>,JFA0108,JFO0313,,,,AKX2200,,E
Subaru,Impreza,‐‐,92 ‐‐ 00,JFA0108,JFO0598,,JFC708,,AKX2201,,E
Subaru,Impreza,(série I ‐ GL / GT) ‐ gasolina ‐ automático / mecânico,94 ‐‐ 00,JFA0108,JFO0598,,JFC708,,AKX2201,,E
Subaru,Impreza,(série I ‐ GL) ‐ gasolina ‐ mecânico,96 ‐‐ 00,JFA0108,JFO0598,,JFC708,,AKX2201,,E
Subaru,Impreza,(série I ‐ SD / GX / RX / WRX) ‐ gasolina ‐ automático / mecânico,00 ‐‐ 05,JFA0108,JFO0598,,JFC708,,AKX1986,,D
Subaru,Impreza,(série II ‐ SD / R) ‐ gasolina ‐ automático / mecânico,05 ‐‐ 07,JFA0714,JFO0313,,JFC708,,AKX1986,,D
Subaru,Impreza,(série III ‐ SD / R) ‐ gasolina ‐ automático / mecânico,2009 ‐‐>,JFA0714,JFO0313,,,,AKX2200,,E
Subaru,Impreza,(série III) ‐ gasolina ‐ automático / mecânico,2007 ‐‐>,JFA0714,JFO0313,,,,AKX2200,,E
Subaru,Impreza,Turbo ‐ (série II ‐ SD / WRX) ‐ gasolina ‐ automático / mecânico,05 ‐‐ 07,JFA0108,JFO0313,,JFC708,,AKX1986,,D
Subaru,Impreza,Turbo ‐ (série III ‐ SD / WRX / STI) ‐ gasolina ‐ automático / mecânico,2008 ‐‐>,JFA0714,JFO0313,,,,AKX2200,,E
Subaru,Legacy,‐‐,88 ‐‐ 98,JFA0108,JFO0598,,JFC708,,,,
Subaru,Legacy,(série I ‐ GL / GLS) ‐ gasolina ‐ automático / mecânico,92 ‐‐ 99,JFA0108,JFO0598,,JFC708,,,,
Subaru,Legacy,(série I ‐ GL) ‐ gasolina ‐ mecânico,91 ‐‐ 94,JFA0108,JFO0598,,JFC708,,,,
Subaru,Legacy,(série I ‐ GX) ‐ gasolina ‐ automático / mecânico,96 ‐‐ 98,JFA0108,JFO0598,,JFC708,,,,
Subaru,Legacy,(série I ‐ GX) ‐ gasolina ‐ automático / mecânico,98 ‐‐ 03,JFA0796,JFO0598,,,,,,
Subaru,Legacy,(série II ‐ GL / GLS) ‐ gasolina ‐ automático / mecânico,99 ‐‐ 02,JFA0796,JFO0598,,JFC708,,,,
Subaru,Legacy,(série III ‐ R H6) ‐ gasolina ‐ automático,2005 ‐‐>,JFA0796,JFO0598,,,,AKX1964,AKX1964/C,D
Subaru,Legacy,(série IV ‐ GT) ‐ gasolina ‐ automático,2010 ‐‐>,JFA0714,JFO0313,,,,AKX1965,AKX1965/C,D
Subaru,Legacy,(série IV) ‐ gasolina ‐ automático,2010 ‐‐>,JFA0714,JFO0313,,,,AKX1965,AKX1965/C,D
Subaru,Legacy,4x4 ‐ gasolina ‐ automático,2015,JFA0714,JFO0598,,,,AKX1964,AKX1964/C,
Subaru,Outback,‐‐,00 ‐‐ 03,JFA0108,JFO0598,,,,,,
Subaru,Outback,(série I) ‐ gasolina ‐ automático / mecânico,97 ‐‐ 02,JFA0796,JFO0598,,,,,,
Subaru,Outback,(série II ‐ H6 SW) ‐ gasolina ‐ automático,2004 ‐‐>,JFA0796,JFO0313,,,,AKX1964,AKX1964/C,D
Subaru,Outback,(série II) ‐ gasolina ‐ automático / mecânico,03 ‐‐ 06,JFA0714,JFO0313,,,,AKX1964,AKX1964/C,D
Subaru,Outback,(série IV ‐ H6 SW) ‐ gasolina ‐ automático,2010 ‐‐>,JFA0714,JFO0598,,,,AKX1965,AKX1965/C,D
Subaru,SVX,(Coupé) ‐ gasolina ‐ automático,92 ‐‐ 98,JFA0108,JFO0598,,JFC708,,,,
Subaru,Tribeca,(Limited) ‐ gasolina ‐ automático,08 ‐‐ 11,JFA0714,JFO0598,,,,AKX1964,AKX1964/C,D
Subaru,XV,gasolina ‐ automático,2012 ‐‐>,JFA0714,,,,,AKX2200,,D
Suzuki,Baleno,‐‐,95 ‐‐ 00,JFA0896,JFO0601,,JFC896,,,,
Suzuki,Baleno,gasolina ‐ mecânico,1995,JFA0896,JFO0601,,JFC896,,,,
Suzuki,Baleno,gasolina ‐ mecânico,1996,JFA0896,JFO0601,,JFC896,,,,
Suzuki,Carry,gasolina ‐ mecânico,85 ‐‐ 86,JFA0803,JFO0601,,,,,,
Suzuki,Grand Vitara,‐‐,2008 ‐‐>,JFA0893,JFO0898,,,,AKX1971,AKX1971/C,E
Suzuki,Grand Vitara,(Gold / Limited / Sport) ‐ gasolina ‐ mecânico,98 ‐‐ 03,JFA0897,JFO0898,,JFC823,,AKX1970‐2,,D
Suzuki,Grand Vitara,(XL) ‐ gasolina ‐ automático / mecânico,01 ‐‐ 02,JFA0897,JFO0601,,JFC823,,AKX1970‐2,,D
Suzuki,Grand Vitara,gasolina ‐ automático / mecânico,2008 ‐‐>,JFA0887,WO133,,,,AKX1971,AKX1971/C,D
Suzuki,Grand Vitara,gasolina ‐ automático / mecânico,98 ‐‐ 03,JFA0898,JFO0601,,JFC811,,,,D
Suzuki,Grand Vitara,gasolina ‐ automático / mecânico,98 ‐‐ 05,JFA0897,JFO0601,,JFC823,,AKX1970‐2,,D
Suzuki,Grand Vitara,Turbo diesel ‐ (Top Line) ‐ automático / mecânico,2003,JFA0897,WO160,WUNI0004,FCD0767,,AKX1970‐2,,D
Suzuki,Grand Vitara,Turbo diesel ‐ (Top Line) ‐ automático / mecânico,01 ‐‐ 02,JFA0897,JFO0895,,JFC901,,AKX1970‐2,,D
Suzuki,Ignis,‐‐,2003,JFA0884,JFO0898,,JFC824,,,,
Suzuki,Jimny,‐‐,2009 ‐‐>,JFA0815,JFO0898,,JFC801,,AKX1974,AKX1974/C,D
Suzuki,Jimny,(4Sport/ 4Work / 4Street / 4Sun) ‐ gasolina ‐ automático / mecânico,2012 ‐‐>,JFA0815,JFO0898,,JFC801,,AKX1974,AKX1974/C,D
Suzuki,Jimny Sierra,(4Style Allgrip / 4You Allgrip) ‐ gasolina ‐ automático / mecânico,2019 ‐‐>,JFA0819,JFO0604,,FCI1622,,AKX2203,,E
Suzuki,S ‐ Cross,(4STYLE / 4STYLE ALLGRIP) ‐ gasolina ‐ automático / mecânico,2017 ‐‐>,JFA0817,JFO0214,,FCI1622,,AKX1975,,D
Suzuki,S ‐ Cross,(GL / GLS / GLX) ‐ gasolina ‐ automático / mecânico,2015 ‐‐>,FAP2812,JFO0214,,FCI1622,,AKX1975,,D
Suzuki,Samurai,‐‐,91 ‐‐ 99,JFA0807,JFO0601,,JFC887,,,,
Suzuki,Samurai,gasolina ‐ mecânico,88 ‐‐ 90,JFA0807,JFO0601,,,,,,
Suzuki,S‐Cross,(4YOU) ‐ gasolina ‐ automático,2017 ‐‐>,FAP2812,JFO0898,,FCI1622,,AKX1986,,D
Suzuki,Sidekick,‐‐,90 ‐‐ 96,JFA0898,JFO0211,WO153,JFC811,,,,
Suzuki,SJ410,gasolina ‐ mecânico,81 ‐‐ 88,JFA0803,JFO0898,,,,,,
Suzuki,SJ410,SJ413 ‐ gasolina ‐ mecânico,84 ‐‐ 90,JFA0807,JFO0898,,,,,,
Suzuki,Super Carry,‐‐,94 ‐‐ 95,JFA0803,JFO0898,,,,,,
Suzuki,Swift,‐‐,2015 ‐‐>,FAP2812,JFO0214,,,,AKX1975,,D
Suzuki,Swift,(GL) ‐ gasolina ‐ automático / mecânico,93 ‐‐ 95,JFA0813,JFO0601,,JFC810,,,,
Suzuki,Swift,(GLX / Sedã) ‐ gasolina ‐ automático / mecânico,93 ‐‐ 94,JFA0812,JFO0601,,JFC810,,,,
Suzuki,Swift,(GTI) ‐ gasolina ‐ automático / mecânico,89 ‐‐ 95,JFA0809,JFO0898,,JFC810,,,,
Suzuki,Swift,(Hatch) ‐ gasolina ‐ automático / mecânico,91 ‐‐ 99,JFA0813,JFO0601,,JFC810,,,,
